title,kicker,image,link,word_count,char_count,capital_words
Flutter Entertainment and MGM CEOs to deliver keynote at G2E Las Vegas,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/25/68178/1727275751-bill-hornbuckle-mgm-peter-jackson-flutter.jpg,https://www.yogonet.com/international/noticias/2024/09/25/79851-flutter-entertainment-and-mgm-ceos-to-deliver-keynote-at-g2e-las-vegas,12,70,"['Flutter', 'Entertainment', 'MGM', 'CEOs', 'G2E', 'Las', 'Vegas']"
BetBlocker to launch Portuguese language support service at SBC Summit 2024,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/25/68184/1727276467-betblocker-sbc-summit-lisboa-2024-portugal.jpg,https://www.yogonet.com/international/noticias/2024/09/25/79864-betblocker-to-launch-portuguese-language-support-service-at-sbc-summit-2024,11,75,"['BetBlocker', 'Portuguese', 'SBC', 'Summit']"
European Gaming Congress 2024 unveils final agenda,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/25/68179/1727276416-egc-european-gaming-congress-hipther-agency.jpg,https://www.yogonet.com/international/noticias/2024/09/25/79858-european-gaming-congress-2024-unveils-final-agenda,7,50,"['European', 'Gaming', 'Congress']"
DR Gaming Technology to unveil its latest products and solutions at G2E Las Vegas,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/24/68126/1727184080-drgt-g2e-2024.jpg,https://www.yogonet.com/international/noticias/2024/09/24/79740-dr-gaming-technology-to-unveil-its-latest-products-and-solutions-at-g2e-las-vegas,14,81,"['DR', 'Gaming', 'Technology', 'G2E', 'Las', 'Vegas']"
Esports betting operator GG.BET expands to the UK through Rednines Gaming deal,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/07/31/56524/1690815294-ggbet-enters-uk-market.jpg,https://www.yogonet.com/international/news/2023/07/31/68115-esports-betting-operator-ggbet-expands-to-the-uk-through-rednines-gaming-deal,12,78,"['Esports', 'GG.BET', 'UK', 'Rednines', 'Gaming']"
"EEG's Vie.gg esportsbook shuts down its operations in New Jersey, Spain and the UK",No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2021/11/19/40857/1637343332-grant-johnson-ceo-esports-entertainment-group-02.jpg,https://www.yogonet.com/international/news/2022/11/01/64863-eeg-39s-viegg-esportsbook-shuts-down-its-operations-in-new-jersey--spain-and-the-uk,14,82,"[""EEG's"", 'Vie.gg', 'New', 'Jersey,', 'Spain', 'UK']"
Rivalry releases year-end report outlining the esports betting industry in 2022,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/12/21/51258/1671629708-rivalry-wrapped-2022.jpg,https://www.yogonet.com/international/news/2022/12/21/65496-rivalry-releases-yearend-report-outlining-the-esports-betting-industry-in-2022,11,79,['Rivalry']
Rivalry allies with Low6 to create new free-to-play esports Pick'em game,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/04/28/45247/1651149566-rivalry-mobile-generica.jpg,https://www.yogonet.com/international/news/2022/10/31/64843-rivalry-allies-with-low6-to-create-new-freetoplay-esports-pick-39em-game,11,72,"['Rivalry', 'Low6', ""Pick'em""]"
"David Orrick, one of the most recognized international gaming industry communication professionals, has passed away","IN ENGLAND, AT THE AGE OF 75",https://imagenesyogonet.b-cdn.net/data/imagenes/2022/06/21/46726/1655840441-david-orrick-merkur-pgs-2022.jpg,https://www.yogonet.com/international/noticias/2024/09/26/79954-david-orrick-one-of-the-most-recognized-international-gaming-industry-communication-professionals-has-passed-away,15,115,"['David', 'Orrick,']"
Sands China and Marriott to launch Macau’s first luxury collection hotel the Londoner Grand,SITUATED WITHIN THE LONDONER MACAO,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/25/68226/1727286444-sands-china-ltd-marriott-international-luxury-collection-hotel-macao-01.jpg,https://www.yogonet.com/international/noticias/2024/09/25/79874-sands-china-and-marriott-to-launch-macaus-first-luxury-collection-hotel-the-londoner-grand,14,91,"['Sands', 'China', 'Marriott', 'Macau’s', 'Londoner', 'Grand']"
